"-0.09, -0.77, 0.41","4.60, -4.81, -2.59","-0.95, 1.00, -0.36","-0.42, 0.87, 0.27","3.96, -3.52, 1.79"
"-0.20, 6.31, 1.78, 1.88, -4.73",,,,
